eft_id,description
7055,Indiaforensic VISA ACQ INT 05011
7056,Indiaforensic VISA ACQ INT 06011
7057,Indiaforensic VISA ACQ INT 07011
7058,FDRL/INTERNAL FUND TRANSFE
7059,FDRL/INTERNAL FUND TRANSFE
7060,FDRL/INTERNAL FUND TRANSFE
7061,FDRL/INTERNAL FUND TRANSFE
7062,ICA 17825 Indiaforensic MC DOM 1
7063,FDRL/INTERNAL FUND TRANSFE
7064,FDRL/INTERNAL FUND TRANSFE
7065,Indiaforensic VISA ACQ DOM100119
7066,Indiaforensic RUPAY POS ACQ10011
7067,Indiaforensic VISA ACQ INT 08011
7068,FDRL/INTERNAL FUND TRANSFE
7069,FDRL/INTERNAL FUND TRANSFE
7070,FDRL/INTERNAL FUND TRANSFE
7071,Indiaforensic RUPAY POS C2 ACQ10
7072,FDRL/INTERNAL FUND TRANSFE
7073,ICA 17825 Indiaforensic MC DOM 1
7074,FDRL/INTERNAL FUND TRANSFE
7075,Indiaforensic VISA ACQ DOM110119
7076,Indiaforensic RUPAY POS ACQ11011
7077,Indiaforensic RUPAY POS C2 ACQ11
7078,Indiaforensic VISA ACQ INT 09011
7079,FDRL/INTERNAL FUND TRANSFE
7080,FDRL/INTERNAL FUND TRANSFE
7081,ICA 17825 Indiaforensic MC INT 1
7082,Indiaforensic VISA ACQ DOM120119
7083,Indiaforensic RUPAY POS ACQ12011
7084,Indiaforensic RUPAY POS ACQ13011
7085,Indiaforensic VISA ACQ INT 10011
7086,FDRL/INTERNAL FUND TRANSFE
7087,FDRL/INTERNAL FUND TRANSFE
7088,ICA 17825 Indiaforensic MC DOM 1
7089,FDRL/INTERNAL FUND TRANSFE
7090,FDRL/INTERNAL FUND TRANSFE
7091,FDRL/INTERNAL FUND TRANSFE
7092,Indiaforensic VISA ACQ DOM140119
7093,Indiaforensic RUPAY POS ACQ14011
7094,Indiaforensic RUPAY POS C2 ACQ14
7095,FDRL/INTERNAL FUND TRANSFE
7096,FDRL/INTERNAL FUND TRANSFE
7097,Indiaforensic VISA ACQ DOM150119
7098,Indiaforensic RUPAY POS ACQ15011
7099,Indiaforensic VISA ACQ INT 11011
7100,FDRL/INTERNAL FUND TRANSFE
7101,FDRL/INTERNAL FUND TRANSFE
7102,FDRL/INTERNAL FUND TRANSFE
7103,ICA 17825 Indiaforensic MC DOM 1
7104,FDRL/INTERNAL FUND TRANSFE
7105,FDRL/INTERNAL FUND TRANSFE
7106,FDRL/INTERNAL FUND TRANSFE
7107,Indiaforensic RUPAY POS C2 ACQ15
7108,ICA 17825 Indiaforensic MC INT 1
7109,FDRL/INTERNAL FUND TRANSFE
7110,ICA 17825 Indiaforensic MC DOM 1
7111,FDRL/INTERNAL FUND TRANSFE
7112,FDRL/INTERNAL FUND TRANSFE
7113,Indiaforensic VISA ACQ DOM160119
7114,Indiaforensic RUPAY POS ACQ16011
7115,Indiaforensic VISA ACQ INT 12011
7116,Indiaforensic VISA ACQ INT 14011
7117,Indiaforensic VISA ACQ INT 15011
7118,FDRL/INTERNAL FUND TRANSFE
7119,FDRL/INTERNAL FUND TRANSFE
7120,FDRL/INTERNAL FUND TRANSFE
7121,Indiaforensic RUPAY POS C2 ACQ16
7122,ICA 17825 Indiaforensic MC DOM 1
7123,ICA 17825 Indiaforensic MC INT 1
7124,ICA 17825 Indiaforensic MC DOM 1
7125,FDRL/INTERNAL FUND TRANSFE
7126,FDRL/INTERNAL FUND TRANSFE
7127,FDRL/INTERNAL FUND TRANSFE
7128,Indiaforensic VISA ACQ DOM170119
7129,Indiaforensic RUPAY POS ACQ17011
7130,FDRL/INTERNAL FUND TRANSFE
7131,FDRL/INTERNAL FUND TRANSFE
7132,FDRL/INTERNAL FUND TRANSFE
7133,FDRL/INTERNAL FUND TRANSFE
7134,FDRL/INTERNAL FUND TRANSFE
7135,FDRL/INTERNAL FUND TRANSFE
7136,FDRL/INTERNAL FUND TRANSFE
7137,Indiaforensic RUPAY POS C2 ACQ17
7138,FDRL/INTERNAL FUND TRANSFE
7139,ICA 17825 Indiaforensic MC DOM 1
7140,Indiaforensic VISA ACQ DOM180119
7141,Indiaforensic RUPAY POS ACQ18011
7142,ICA 17825 Indiaforensic MC INT 1
7143,FDRL/INTERNAL FUND TRANSFE
7144,FDRL/INTERNAL FUND TRANSFE
7145,Indiaforensic RUPAY POS C2 ACQ18
7146,FDRL/INTERNAL FUND TRANSFE
7147,Indiaforensic VISA ACQ DOM190119
7148,Indiaforensic RUPAY POS ACQ19011
7149,Indiaforensic RUPAY POS C2 ACQ19
7150,FDRL/INTERNAL FUND TRANSFE
7151,FDRL/INTERNAL FUND TRANSFE
7152,FDRL/INTERNAL FUND TRANSFE
7153,FDRL/INTERNAL FUND TRANSFE
7154,FDRL/INTERNAL FUND TRANSFE
7155,Indiaforensic RUPAY POS ACQ20011
7156,FDRL/INTERNAL FUND TRANSFE
7157,FDRL/INTERNAL FUND TRANSFE
7158,FDRL/INTERNAL FUND TRANSFE
7159,ICA 17825 Indiaforensic MC DOM 2
7160,FDRL/INTERNAL FUND TRANSFE
7161,FDRL/INTERNAL FUND TRANSFE
7162,Indiaforensic VISA ACQ DOM210119
7163,Indiaforensic RUPAY POS ACQ21011
7164,Indiaforensic RUPAY POS C2 ACQ21
7165,Indiaforensic VISA ACQ INT 17011
7166,FDRL/INTERNAL FUND TRANSFE
7167,FDRL/INTERNAL FUND TRANSFE
7168,FDRL/INTERNAL FUND TRANSFE
7169,FDRL/INTERNAL FUND TRANSFE
7170,ICA 17825 Indiaforensic MC DOM 2
7171,FDRL/INTERNAL FUND TRANSFE
7172,FDRL/INTERNAL FUND TRANSFE
7173,FDRL/INTERNAL FUND TRANSFE
7174,FDRL/INTERNAL FUND TRANSFE
7175,FDRL/INTERNAL FUND TRANSFE
7176,Indiaforensic VISA ACQ DOM220119
7177,Indiaforensic RUPAY POS ACQ22011
7178,FDRL/INTERNAL FUND TRANSFE
7179,FDRL/INTERNAL FUND TRANSFE
7180,Indiaforensic RUPAY POS C2 ACQ22
7181,Indiaforensic VISA ACQ DOM230119
7182,Indiaforensic RUPAY POS ACQ23011
7183,Indiaforensic VISA ACQ INT 18011
7184,Indiaforensic VISA ACQ INT 19011
7185,Indiaforensic VISA ACQ INT 20011
7186,Indiaforensic VISA ACQ INT 21011
7187,FDRL/INTERNAL FUND TRANSFE
7188,FDRL/INTERNAL FUND TRANSFE
7189,ICA 17825 Indiaforensic MC DOM 2
7190,ICA 17825 Indiaforensic MC INT 1
7191,FDRL/INTERNAL FUND TRANSFE
7192,FDRL/INTERNAL FUND TRANSFE
7193,FDRL/INTERNAL FUND TRANSFE
7194,FDRL/INTERNAL FUND TRANSFE
7195,Indiaforensic RUPAY POS C2 ACQ23
7196,ICA 17825 Indiaforensic MC DOM 2
7197,FDRL/INTERNAL FUND TRANSFE
7198,Indiaforensic VISA ACQ DOM240119
7199,Indiaforensic RUPAY POS ACQ24011
7200,Indiaforensic VISA ACQ INT 22011
7201,FDRL/INTERNAL FUND TRANSFE
7202,FDRL/INTERNAL FUND TRANSFE
7203,FDRL/INTERNAL FUND TRANSFE
7204,ICA 17825 Indiaforensic MC DOM 2
7205,FDRL/INTERNAL FUND TRANSFE
7206,FDRL/INTERNAL FUND TRANSFE
7207,FDRL/INTERNAL FUND TRANSFE
7208,FDRL/INTERNAL FUND TRANSFE
7209,ICA 17825 Indiaforensic MC DOM 2
7210,Indiaforensic RUPAY POS C2 ACQ24
7211,Indiaforensic VISA ACQ DOM250119
7212,ICA 17825 Indiaforensic MC DOM 2
7213,Indiaforensic RUPAY POS ACQ25011
7214,ICA 17825 Indiaforensic MC INT 2
7215,FDRL/INTERNAL FUND TRANSFE
7216,FDRL/INTERNAL FUND TRANSFE
7217,FDRL/INTERNAL FUND TRANSFE
7218,Indiaforensic RUPAY POS C2 ACQ25
7219,FDRL/INTERNAL FUND TRANSFE
7220,ICA 17825 Indiaforensic MC DOM 2
7221,ICA 17825 Indiaforensic MC DOM 2
7222,FDRL/INTERNAL FUND TRANSFE
7223,Indiaforensic VISA ACQ DOM260119
7224,Indiaforensic VISA ACQ DOM280119
7225,Indiaforensic RUPAY POS ACQ26011
7226,Indiaforensic RUPAY POS ACQ27011
7227,Indiaforensic RUPAY POS ACQ28011
7228,Indiaforensic RUPAY POS C2 ACQ28
7229,Indiaforensic VISA ACQ INT 24011
7230,FDRL/INTERNAL FUND TRANSFE
7231,FDRL/INTERNAL FUND TRANSFE
7232,FDRL/INTERNAL FUND TRANSFE
7233,FDRL/INTERNAL FUND TRANSFE
7234,FDRL/INTERNAL FUND TRANSFE
7235,ICA 17825 Indiaforensic MC INT 2
7236,ICA 17825 Indiaforensic MC DOM 2
7237,FDRL/INTERNAL FUND TRANSFE
7238,FDRL/INTERNAL FUND TRANSFE
7239,Indiaforensic VISA ACQ DOM290119
7240,Indiaforensic RUPAY POS ACQ29011
7241,Indiaforensic RUPAY POS C2 ACQ29
7242,FDRL/INTERNAL FUND TRANSFE
7243,FDRL/INTERNAL FUND TRANSFE
7244,FDRL/INTERNAL FUND TRANSFE
7245,FDRL/INTERNAL FUND TRANSFE
7246,FDRL/INTERNAL FUND TRANSFE
7247,ICA 17825 Indiaforensic MC INT 2
7248,ICA 17825 Indiaforensic MC DOM 2
7249,ICA 17825 Indiaforensic MC DOM 3
7250,FDRL/INTERNAL FUND TRANSFE
7251,Indiaforensic VISA ACQ DOM300119
7252,Indiaforensic RUPAY POS ACQ30011
7253,Indiaforensic VISA ACQ INT 27011
7254,FDRL/INTERNAL FUND TRANSFE
7255,FDRL/INTERNAL FUND TRANSFE
7256,FDRL/INTERNAL FUND TRANSFE
7257,ICA 17825 Indiaforensic MC INT 2
7258,Indiaforensic RUPAY POS C2 ACQ30
7259,FDRL/INTERNAL FUND TRANSFE
7260,ICA 17825 Indiaforensic MC DOM 3
7261,Indiaforensic VISA ACQ DOM310119
7262,Indiaforensic RUPAY POS ACQ31011
7263,Indiaforensic VISA ACQ INT 29011
7264,ICA 17825 Indiaforensic MC INT 3
7265,FDRL/INTERNAL FUND TRANSFE
7266,FDRL/INTERNAL FUND TRANSFE
7267,FDRL/INTERNAL FUND TRANSFE
7268,ICA 17825 Indiaforensic MC DOM 3
7269,FDRL/INTERNAL FUND TRANSFE
7270,FDRL/INTERNAL FUND TRANSFE
7271,FDRL/INTERNAL FUND TRANSFE
7272,FDRL/INTERNAL FUND TRANSFE
7273,Indiaforensic RUPAY POS C2 ACQ31
7274,FDRL/INTERNAL FUND TRANSFE
7275,ICA 17825 Indiaforensic MC DOM 0
7276,FDRL/INTERNAL FUND TRANSFE
7277,FDRL/INTERNAL FUND TRANSFE
7278,FDRL/INTERNAL FUND TRANSFE
7279,Indiaforensic VISA ACQ DOM010219
7280,Indiaforensic RUPAY POS ACQ01021
7281,Indiaforensic RUPAY POS C2 ACQ01
7282,Indiaforensic VISA ACQ INT 30011
7283,FDRL/INTERNAL FUND TRANSFE
7284,FDRL/INTERNAL FUND TRANSFE
7285,FDRL/INTERNAL FUND TRANSFE
7286,FDRL/INTERNAL FUND TRANSFE
7287,Indiaforensic VISA ACQ DOM020219
7288,Indiaforensic RUPAY POS ACQ02021
7289,FDRL/INTERNAL FUND TRANSFE
7290,FDRL/INTERNAL FUND TRANSFE
7291,FDRL/INTERNAL FUND TRANSFE
7292,FDRL/INTERNAL FUND TRANSFE
7293,Indiaforensic RUPAY POS C2 ACQ02
7294,Indiaforensic RUPAY POS ACQ03021
7295,Indiaforensic VISA ACQ INT 31011
7296,FDRL/INTERNAL FUND TRANSFE
7297,FDRL/INTERNAL FUND TRANSFE
7298,FDRL/INTERNAL FUND TRANSFE
7299,FDRL/INTERNAL FUND TRANSFE
7300,ICA 17825 Indiaforensic MC DOM 0
7301,FDRL/INTERNAL FUND TRANSFE
7302,ICA 17825 Indiaforensic MC INT 0
7303,Indiaforensic VISA ACQ DOM040219
7304,Indiaforensic RUPAY POS ACQ04021
7305,Indiaforensic RUPAY POS C2 ACQ04
7306,FDRL/INTERNAL FUND TRANSFE
7307,FDRL/INTERNAL FUND TRANSFE
7308,ICA 17825 Indiaforensic MC INT 0
7309,ICA 17825 Indiaforensic MC DOM 0
7310,FDRL/INTERNAL FUND TRANSFE
7311,FDRL/INTERNAL FUND TRANSFE
7312,Indiaforensic VISA ACQ DOM050219
7313,Indiaforensic RUPAY POS ACQ05021
7314,Indiaforensic VISA ACQ INT 01021
7315,FDRL/INTERNAL FUND TRANSFE
7316,FDRL/INTERNAL FUND TRANSFE
7317,Indiaforensic RUPAY POS C2 ACQ05
7318,ICA 17825 Indiaforensic MC DOM 0
7319,Indiaforensic VISA ACQ DOM060219
7320,Indiaforensic RUPAY POS ACQ06021
7321,Indiaforensic VISA ACQ INT 03021
7322,Indiaforensic VISA ACQ INT 04021
7323,FDRL/INTERNAL FUND TRANSFE
7324,FDRL/INTERNAL FUND TRANSFE
7325,FDRL/INTERNAL FUND TRANSFE
7326,ICA 17825 Indiaforensic MC INT 0
7327,ICA 17825 Indiaforensic MC DOM 0
7328,FDRL/INTERNAL FUND TRANSFE
7329,FDRL/INTERNAL FUND TRANSFE
7330,FDRL/INTERNAL FUND TRANSFE
7331,Indiaforensic RUPAY POS C2 ACQ06
7332,ICA 17825 Indiaforensic MC DOM 0
7333,FDRL/INTERNAL FUND TRANSFE
7334,FDRL/INTERNAL FUND TRANSFE
7335,ICA 17825 Indiaforensic MC DOM 0
7336,FDRL/INTERNAL FUND TRANSFE
7337,FDRL/INTERNAL FUND TRANSFE
7338,Indiaforensic VISA ACQ DOM070219
7339,Indiaforensic RUPAY POS ACQ07021
7340,Indiaforensic VISA ACQ INT 05021
7341,FDRL/INTERNAL FUND TRANSFE
7342,FDRL/INTERNAL FUND TRANSFE
7343,FDRL/INTERNAL FUND TRANSFE
7344,FDRL/INTERNAL FUND TRANSFE
7345,FDRL/INTERNAL FUND TRANSFE
7346,ICA 17825 Indiaforensic MC DOM 0
7347,Indiaforensic RUPAY POS C2 ACQ07
7348,FDRL/INTERNAL FUND TRANSFE
7349,ICA 17825 Indiaforensic MC DOM 0
7350,FDRL/INTERNAL FUND TRANSFE
7351,FDRL/INTERNAL FUND TRANSFE
7352,Indiaforensic VISA ACQ DOM080219
7353,FDRL/INTERNAL FUND TRANSFE
7354,FDRL/INTERNAL FUND TRANSFE
7355,Indiaforensic VISA ACQ INT 06021
7356,Indiaforensic RUPAY POS ACQ08021
7357,Indiaforensic RUPAY POS C2 ACQ08
7358,FDRL/INTERNAL FUND TRANSFE
7359,FDRL/INTERNAL FUND TRANSFE
7360,FDRL/INTERNAL FUND TRANSFE
7361,ICA 17825 Indiaforensic MC DOM 1
7362,FDRL/INTERNAL FUND TRANSFE
7363,FDRL/INTERNAL FUND TRANSFE
7364,FDRL/INTERNAL FUND TRANSFE
7365,Indiaforensic VISA ACQ DOM090219
7366,Indiaforensic VISA ACQ INT 07021
7367,Indiaforensic RUPAY POS ACQ09021
7368,Indiaforensic RUPAY POS ACQ10021
7369,Indiaforensic VISA ACQ DOM110219
7370,Indiaforensic RUPAY POS ACQ11021
7371,Indiaforensic RUPAY POS C2 ACQ11
7372,FDRL/INTERNAL FUND TRANSFE
7373,FDRL/INTERNAL FUND TRANSFE
7374,FDRL/INTERNAL FUND TRANSFE
7375,FDRL/INTERNAL FUND TRANSFE
7376,ICA 17825 Indiaforensic MC INT 0
7377,ICA 17825 Indiaforensic MC DOM 1
7378,FDRL/INTERNAL FUND TRANSFE
7379,FDRL/INTERNAL FUND TRANSFE
7380,FDRL/INTERNAL FUND TRANSFE
7381,ICA 17825 Indiaforensic MC INT 0
7382,Indiaforensic VISA ACQ DOM120219
7383,Indiaforensic RUPAY POS ACQ12021
7384,Indiaforensic VISA ACQ INT 08021
7385,FDRL/INTERNAL FUND TRANSFE
7386,FDRL/INTERNAL FUND TRANSFE
7387,FDRL/INTERNAL FUND TRANSFE
7388,FDRL/INTERNAL FUND TRANSFE
7389,Indiaforensic RUPAY POS C2 ACQ12
7390,FDRL/INTERNAL FUND TRANSFE
7391,FDRL/INTERNAL FUND TRANSFE
7392,FDRL/INTERNAL FUND TRANSFE
7393,ICA 17825 Indiaforensic MC DOM 1
7394,Indiaforensic VISA ACQ DOM130219
7395,FDRL/INTERNAL FUND TRANSFE
7396,FDRL/INTERNAL FUND TRANSFE
7397,FDRL/INTERNAL FUND TRANSFE
7398,Indiaforensic RUPAY POS ACQ13021
7399,Indiaforensic VISA ACQ INT 09021
7400,Indiaforensic VISA ACQ INT 10021
7401,Indiaforensic VISA ACQ INT 11021
7402,FDRL/INTERNAL FUND TRANSFE
7403,ICA 17825 Indiaforensic MC INT12
7404,Indiaforensic RUPAY POS C2 ACQ13
7405,FDRL/INTERNAL FUND TRANSFE
7406,FDRL/INTERNAL FUND TRANSFE
7407,ICA 17825 Indiaforensic MC INT13
7408,ICA 17825 Indiaforensic MC DOM 1
7409,FDRL/INTERNAL FUND TRANSFE
7410,Indiaforensic VISA ACQ DOM140219
7411,Indiaforensic VISA ACQ INT 12021
7412,Indiaforensic RUPAY POS ACQ14021
7413,Indiaforensic RUPAY POS C2 ACQ14
7414,FDRL/INTERNAL FUND TRANSFE
7415,FDRL/INTERNAL FUND TRANSFE
7416,FDRL/INTERNAL FUND TRANSFE
7417,FDRL/INTERNAL FUND TRANSFE
7418,ICA 17825 Indiaforensic MC DOM 1
7419,ICA 17825 Indiaforensic MC INT14
7420,FDRL/INTERNAL FUND TRANSFE
7421,Indiaforensic VISA ACQ DOM150219
7422,Indiaforensic VISA ACQ INT 13021
7423,Indiaforensic RUPAY POS ACQ15021
7424,Indiaforensic RUPAY POS C2 ACQ15
7425,FDRL/INTERNAL FUND TRANSFE
7426,FDRL/INTERNAL FUND TRANSFE
7427,FDRL/INTERNAL FUND TRANSFE
7428,FDRL/INTERNAL FUND TRANSFE
7429,Indiaforensic VISA ACQ DOM160219
7430,Indiaforensic RUPAY POS ACQ16021
7431,FDRL/INTERNAL FUND TRANSFE
7432,FDRL/INTERNAL FUND TRANSFE
7433,FDRL/INTERNAL FUND TRANSFE
7434,FDRL/INTERNAL FUND TRANSFE
7435,Indiaforensic RUPAY POS C2 ACQ16
7436,FDRL/INTERNAL FUND TRANSFE
7437,ICA 17825 Indiaforensic MC DOM 1
7438,FDRL/INTERNAL FUND TRANSFE
7439,FDRL/INTERNAL FUND TRANSFE
7440,Indiaforensic RUPAY POS ACQ17021
7441,Indiaforensic VISA ACQ DOM180219
7442,Indiaforensic RUPAY POS ACQ18021
7443,FDRL/INTERNAL FUND TRANSFE
7444,FDRL/INTERNAL FUND TRANSFE
7445,FDRL/INTERNAL FUND TRANSFE
7446,FDRL/INTERNAL FUND TRANSFE
7447,FDRL/INTERNAL FUND TRANSFE
7448,Indiaforensic RUPAY POS C2 ACQ18
7449,FDRL/INTERNAL FUND TRANSFE
7450,Indiaforensic RUPAY POS ACQ19021
7451,FDRL/INTERNAL FUND TRANSFE
7452,FDRL/INTERNAL FUND TRANSFE
7453,Indiaforensic RUPAY POS C2 ACQ19
7454,FDRL/INTERNAL FUND TRANSFE
7455,ICA 17825 Indiaforensic MC DOM 2
7456,FDRL/INTERNAL FUND TRANSFE
7457,ICA 17825 Indiaforensic MC INT16
7458,Indiaforensic VISA ACQ DOM190219
7459,Indiaforensic VISA ACQ DOM200219
7460,Indiaforensic VISA ACQ INT 15021
7461,FDRL/INTERNAL FUND TRANSFE
7462,FDRL/INTERNAL FUND TRANSFE
7463,FDRL/INTERNAL FUND TRANSFE
7464,FDRL/INTERNAL FUND TRANSFE
7465,Indiaforensic RUPAY POS ACQ20021
7466,Indiaforensic RUPAY POS C2 ACQ20
7467,Indiaforensic RUPAY POS C2 ACQ15
7468,Indiaforensic RUPAY POS C2 ACQ15
7469,FDRL/INTERNAL FUND TRANSFE
7470,FDRL/INTERNAL FUND TRANSFE
7471,FDRL/INTERNAL FUND TRANSFE
7472,Indiaforensic VISA ACQ DOM210219
7473,Indiaforensic RUPAY POS ACQ21021
7474,Indiaforensic VISA ACQ INT 16021
7475,Indiaforensic VISA ACQ INT 17021
7476,Indiaforensic VISA ACQ INT 18021
7477,FDRL/INTERNAL FUND TRANSFE
7478,FDRL/INTERNAL FUND TRANSFE
7479,ICA 17825 Indiaforensic MC DOM 2
7480,FDRL/INTERNAL FUND TRANSFE
7481,FDRL/INTERNAL FUND TRANSFE
7482,FDRL/INTERNAL FUND TRANSFE
7483,Indiaforensic RUPAY POS C2 ACQ21
7484,FDRL/INTERNAL FUND TRANSFE
7485,FDRL/INTERNAL FUND TRANSFE
7486,FDRL/INTERNAL FUND TRANSFE
7487,FDRL/INTERNAL FUND TRANSFE
7488,ICA 17825 Indiaforensic MC DOM 2
7489,FDRL/INTERNAL FUND TRANSFE
7490,Indiaforensic VISA ACQ DOM220219
7491,Indiaforensic RUPAY POS ACQ22021
7492,Indiaforensic VISA ACQ INT 20021
7493,FDRL/INTERNAL FUND TRANSFE
7494,FDRL/INTERNAL FUND TRANSFE
7495,Indiaforensic RUPAY POS C2 ACQ22
7496,FDRL/INTERNAL FUND TRANSFE
7497,ICA 17825 Indiaforensic MC INT21
7498,ICA 17825 Indiaforensic MC DOM 2
7499,FDRL/INTERNAL FUND TRANSFE
7500,FDRL/INTERNAL FUND TRANSFE
7501,Indiaforensic VISA ACQ DOM230219
7502,Indiaforensic VISA ACQ DOM250219
7503,Indiaforensic RUPAY POS ACQ23021
7504,Indiaforensic RUPAY POS ACQ24021
7505,Indiaforensic RUPAY POS ACQ25021
7506,Indiaforensic RUPAY POS C2 ACQ25
7507,Indiaforensic VISA ACQ INT 21021
7508,FDRL/INTERNAL FUND TRANSFE
7509,FDRL/INTERNAL FUND TRANSFE
7510,FDRL/INTERNAL FUND TRANSFE
7511,FDRL/INTERNAL FUND TRANSFE
7512,Indiaforensic VISA ACQ DOM260219
7513,Indiaforensic RUPAY POS ACQ26021
7514,Indiaforensic VISA ACQ INT 22021
7515,FDRL/INTERNAL FUND TRANSFE
7516,FDRL/INTERNAL FUND TRANSFE
7517,FDRL/INTERNAL FUND TRANSFE
7518,ICA 17825 Indiaforensic MC DOM 2
7519,FDRL/INTERNAL FUND TRANSFE
7520,FDRL/INTERNAL FUND TRANSFE
7521,FDRL/INTERNAL FUND TRANSFE
7522,Indiaforensic RUPAY POS C2 ACQ26
7523,Indiaforensic VISA ACQ DOM270219
7524,Indiaforensic RUPAY POS ACQ27021
7525,Indiaforensic VISA ACQ INT 23021
7526,Indiaforensic VISA ACQ INT 24021
7527,Indiaforensic VISA ACQ INT 25021
7528,ICA 17825 Indiaforensic MC DOM 2
7529,FDRL/INTERNAL FUND TRANSFE
7530,FDRL/INTERNAL FUND TRANSFE
7531,FDRL/INTERNAL FUND TRANSFE
7532,FDRL/INTERNAL FUND TRANSFE
7533,Indiaforensic RUPAY POS C2 ACQ27
7534,ICA 17825 Indiaforensic MC DOM 2
7535,Indiaforensic VISA ACQ DOM280219
7536,Indiaforensic RUPAY POS ACQ28021
7537,FDRL/INTERNAL FUND TRANSFE
7538,FDRL/INTERNAL FUND TRANSFE
7539,FDRL/INTERNAL FUND TRANSFE
7540,ICA 17825 Indiaforensic MC DOM 2
7541,Indiaforensic RUPAY POS C2 ACQ28
7542,FDRL/INTERNAL FUND TRANSFE
7543,FDRL/INTERNAL FUND TRANSFE
7544,FDRL/INTERNAL FUND TRANSFE
7545,ICA 17825 Indiaforensic MC DOM 0
7546,Indiaforensic VISA ACQ DOM010319
7547,Indiaforensic VISA ACQ INT 27021
7548,FDRL/INTERNAL FUND TRANSFE
7549,FDRL/INTERNAL FUND TRANSFE
7550,FDRL/INTERNAL FUND TRANSFE
7551,FDRL/INTERNAL FUND TRANSFE
7552,FDRL/INTERNAL FUND TRANSFE
7553,ICA 17825 Indiaforensic MC INT28
7554,Indiaforensic RUPAY POS ACQ01031
7555,Indiaforensic RUPAY POS C2 ACQ01
7556,FDRL/INTERNAL FUND TRANSFE
7557,FDRL/INTERNAL FUND TRANSFE
7558,FDRL/INTERNAL FUND TRANSFE
7559,Indiaforensic VISA ACQ DOM020319
7560,Indiaforensic RUPAY POS ACQ02031
7561,FDRL/INTERNAL FUND TRANSFE
7562,FDRL/INTERNAL FUND TRANSFE
7563,FDRL/INTERNAL FUND TRANSFE
7564,Indiaforensic RUPAY POS C2 ACQ02
7565,Indiaforensic RUPAY POS ACQ03031
7566,Indiaforensic RUPAY POS ACQ04031
7567,FDRL/INTERNAL FUND TRANSFE
7568,FDRL/INTERNAL FUND TRANSFE
7569,Indiaforensic RUPAY POS C2 ACQ04
7570,ICA 17825 Indiaforensic MC DOM 0
7571,Indiaforensic VISA ACQ DOM040319
7572,Indiaforensic VISA ACQ DOM050319
7573,Indiaforensic RUPAY POS ACQ05031
7574,FDRL/INTERNAL FUND TRANSFE
7575,FDRL/INTERNAL FUND TRANSFE
7576,FDRL/INTERNAL FUND TRANSFE
7577,ICA 17825 Indiaforensic MC INT02
7578,Indiaforensic RUPAY POS C2 ACQ05
7579,TRF FROM  Indiaforensic SERVICES
7580,SCHRG RCRVRY/LIEN MARKING
7581,STAX RCRVRY/LIEN MARKING
7582,SWACHH BHARAT CESS/LIEN M
7583,KRISHI KALYAN CESS/LIEN M
7584,SCHRG RCRVRY/LIEN MARKING
7585,STAX RCRVRY/LIEN MARKING
7586,SWACHH BHARAT CESS/LIEN M
7587,KRISHI KALYAN CESS/LIEN M
7588,SCHRG RCRVRY/LIEN MARKING
7589,STAX RCRVRY/LIEN MARKING
7590,SWACHH BHARAT CESS/LIEN M
7591,KRISHI KALYAN CESS/LIEN M
7592,SCHRG RCRVRY/LIEN MARKING
7593,STAX RCRVRY/LIEN MARKING
7594,SWACHH BHARAT CESS/LIEN M
7595,KRISHI KALYAN CESS/LIEN M
7596,SCHRG RCRVRY/LIEN MARKING
7597,STAX RCRVRY/LIEN MARKING
7598,SWACHH BHARAT CESS/LIEN M
7599,KRISHI KALYAN CESS/LIEN M
7600,SCHRG RCRVRY/LIEN MARKING
7601,STAX RCRVRY/LIEN MARKING
7602,SWACHH BHARAT CESS/LIEN M
7603,KRISHI KALYAN CESS/LIEN M
7604,TRF FROM  Indiaforensic SERVICES
7605,FDRL/INTERNAL FUND TRANSFE
7606,FDRL/INTERNAL FUND TRANSFE
7607,FDRL/INTERNAL FUND TRANSFE
7608,FDRL/INTERNAL FUND TRANSFE
7609,FDRL/INTERNAL FUND TRANSFE
7610,FDRL/INTERNAL FUND TRANSFE
7611,FDRL/INTERNAL FUND TRANSFE
7612,FDRL/INTERNAL FUND TRANSFE
7613,TRF TO  Indiaforensic SERVICES I
7614,TRF TO  Indiaforensic SERVICES I
7615,TRF TO  Indiaforensic SERVICES I
7616,TRF TO  Indiaforensic SERVICES I
7617,TRF TO  Indiaforensic SERVICES I
7618,TRF FRM  Indiaforensic SERVICES
7619,TRF TO  Indiaforensic SERVICES I
7620,FDRL/INTERNAL FUND TRANSFE
7621,FDRL/INTERNAL FUND TRANSFE
7622,FDRL/INTERNAL FUND TRANSFE
7623,FDRL/INTERNAL FUND TRANSFE
7624,FDRL/INTERNAL FUND TRANSFE
7625,FDRL/INTERNAL FUND TRANSFE
7626,FDRL/INTERNAL FUND TRANSFE
7627,TRF FROM  Indiaforensic SERVICES
7628,TRF TO  Indiaforensic SERVICES I
7629,FDRL/INTERNAL FUND TRANSFE
7630,TRF TO  Indiaforensic SERVICES I
7631,TRF FROM  Indiaforensic SERVICES
7632,TRF FROM  Indiaforensic SERVICES
7633,TRF FROM  Indiaforensic SERVICES
7634,TRF TO  Indiaforensic SERVICES I
7635,TRF FROM  Indiaforensic SERVICES
7636,FDRL/INTERNAL FUND TRANSFE
7637,FDRL/INTERNAL FUND TRANSFE
